NOMBRE,TIPO,AÑO,MES,AUTOS,MOTOS,AUTOBUS DE 2 EJES,AUTOBUS DE 3 EJES,AUTOBUS DE 4 EJES,CAMIONES DE 2 EJES,CAMIONES DE 3 EJES,CAMIONES DE 4 EJES,CAMIONES DE 5 EJES,CAMIONES DE 6 EJES,CAMIONES DE 7 EJES,CAMIONES DE 8 EJES,CAMIONES DE 9 EJES,TRICICLOS,TOTAL,EJE EXTRA AUTOBUS,EJE EXTRA CAMION,PEATONES
Nautla,PUENTE NACIONAL,2023,DICIEMBRE,"77,367","4,761","3,299",306,4,"4,549","2,799",328,"5,899","1,095",28,9,"1,260",0,"101,704",938,0,0
Grijalva,PUENTE NACIONAL,2023,DICIEMBRE,"430,983","21,544","12,838","2,284",33,"16,683","11,238","2,300","25,469","10,512",732,153,"20,040",0,"554,809","3,124",211,0
Usumacinta,PUENTE NACIONAL,2023,DICIEMBRE,"99,546","11,651","5,545","1,029",10,"5,512","6,687","1,669","20,625","7,183",864,176,"19,190",0,"179,687","1,416",213,0
Cadereyta,PUENTE NACIONAL,2023,DICIEMBRE,"154,829","5,197",363,32,0,"12,940","6,211",866,"9,600","3,979",289,207,"4,239",0,"198,752",796,36,0
La Piedad,PUENTE NACIONAL,2023,DICIEMBRE,"86,807","2,032","4,032",955,0,"7,366","6,389",643,"10,295","1,512",25,7,308,0,"120,371",565,0,0
Tecolutla,PUENTE NACIONAL,2023,DICIEMBRE,"101,567","14,744","4,100",414,0,"4,752","2,886",363,"5,863","1,172",20,10,"1,081",0,"136,972",549,0,0
San Juan,PUENTE NACIONAL,2023,DICIEMBRE,"51,123",143,634,236,0,"2,949","1,631",222,"4,410",843,63,103,"8,182",0,"70,539","1,063","1,153",0
Tampico,PUENTE NACIONAL,2023,DICIEMBRE,"265,434","2,947","10,264","3,243",1,"7,295","3,990",251,"2,342",289,30,5,"1,501",0,"297,592","1,405",0,0
Tlacotalpan,PUENTE NACIONAL,2023,DICIEMBRE,"47,354","4,533","1,375",19,0,"1,296",725,28,240,82,0,0,8,0,"55,660",434,0,0
Dovalí Jaime,PUENTE NACIONAL,2023,DICIEMBRE,"186,223","6,189","6,542","2,897",28,"19,593","23,947","5,278","86,989","15,616","1,545",865,"42,315",0,"398,027","1,596",192,0
Dovalí Jaime Bis,PUENTE NACIONAL,2023,DICIEMBRE,"15,380","1,960",31,0,0,619,208,42,974,35,0,0,47,0,"19,296",38,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2023,DICIEMBRE,"1,111",34,6,3,0,90,114,8,91,51,3,0,30,0,"1,541",12,0,0
Matamoros,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"95,862",377,2,0,0,96,5,6,0,0,0,0,0,0,"96,348",161,0,"158,646"
Camargo,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"38,562",40,0,0,0,69,125,9,945,2,16,0,"1,496",0,"41,264",299,0,"3,803"
Miguel Alemán,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"63,559",15,4,60,0,100,98,21,"2,708",29,0,0,0,0,"66,594",316,0,"29,305"
Reynosa,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"135,194",360,99,"1,122",2,55,20,7,1,0,0,0,0,0,"136,860",771,0,"188,564"
   Línea Express,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"74,858",0,0,0,0,0,0,0,0,0,0,0,0,0,"74,858",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"50,524",35,0,0,0,88,301,27,658,429,24,23,"2,441",0,"54,550",100,7,"115,078"
Ojinaga,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"59,432",11,18,138,3,724,115,106,690,19,0,10,4,0,"61,270","1,184",0,"6,087"
Rodolfo Robles,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"7,393","52,968",41,8,0,14,1,0,0,0,0,0,0,"7,811","68,236",14,0,"38,838"
Piedras Negras,PÚENTE INTERNACIONAL,2023,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"116,875"
Acuña,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"116,411",388,1,0,0,"1,281",788,161,"4,468",36,20,0,0,0,"123,554","1,264",0,"24,744"
Laredo,PÚENTE INTERNACIONAL,2023,DICIEMBRE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"256,607"
   Línea Express,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"112,476",0,0,0,0,0,0,0,0,0,0,0,0,0,"112,476",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"272,740",963,15,"3,409",0,403,15,76,8,0,0,0,0,0,"277,629","1,961",0,0
Suchiate II,PÚENTE INTERNACIONAL,2023,DICIEMBRE,"1,786",0,202,2,0,"1,093","1,082",88,"9,513","1,877",21,0,72,0,"15,736",79,405,0
Chapalilla - Compostela ,CAMINO,2024,ENERO,"137,930","2,730","8,775","1,669",12,"6,376","5,941",638,"7,966","3,078",118,9,"2,067",0,"177,309",898,1,0
Cuauhtemoc-Osiris ,CAMINO,2024,ENERO,"127,749",486,"4,524","6,485",0,"12,523","10,419","3,845","57,889","12,497","2,383",172,"25,831",0,"264,803","2,465",0,0
Culiacán,PUENTE NACIONAL,2024,ENERO,"255,123","2,721","6,936",731,27,"7,388","3,720",543,"7,983","1,034",3,1,619,0,"286,829","2,233",2,0
Sinaloa,PUENTE NACIONAL,2024,ENERO,"289,759","1,739","15,275","5,818",44,"15,199","12,400","3,342","66,210","6,343","1,040",64,"21,185",0,"438,418","4,268",15,0
Pánuco,PUENTE NACIONAL,2024,ENERO,"141,241","7,738","8,651",372,15,"4,838","2,639",173,"2,350","1,900",10,5,"1,298",0,"171,230","1,067",47,0
Alvarado,PUENTE NACIONAL,2024,ENERO,"130,621","10,087","7,472",519,3,"4,710","5,390",171,"2,950","1,360",15,6,550,0,"163,854",919,0,0
Papaloapan,PUENTE NACIONAL,2024,ENERO,"44,767","11,111","2,581",110,10,"3,396","3,328",137,"2,206",412,10,8,785,0,"68,861","5,807",624,0
Caracol,PUENTE NACIONAL,2024,ENERO,"149,846","22,963","10,967",284,0,"7,250","5,311",343,"5,619","1,391",69,25,"10,723",0,"214,791","2,921","1,849",0
Nautla,PUENTE NACIONAL,2024,ENERO,"70,472","4,216","3,106",280,1,"4,224","2,722",333,"5,723",971,40,6,"1,297",0,"93,391",837,0,0
Grijalva,PUENTE NACIONAL,2024,ENERO,"401,183","20,906","12,621","2,633",30,"16,471","10,685","2,073","24,753","12,216",677,152,"19,590",0,"523,990","3,133",295,0
Usumacinta,PUENTE NACIONAL,2024,ENERO,"87,800","11,384","5,261",919,14,"5,176","6,611","1,450","19,434","8,129",777,146,"18,217",0,"165,318","1,401",322,0
Cadereyta,PUENTE NACIONAL,2024,ENERO,"141,828","3,929",329,25,0,"12,602","6,208",968,"10,015","2,812",321,423,"4,433",0,"183,893",697,10,0
La Piedad,PUENTE NACIONAL,2024,ENERO,"81,942","2,146","4,112",905,0,"7,060","6,522",701,"10,568","1,464",34,15,300,0,"115,769",635,0,0
Tecolutla,PUENTE NACIONAL,2024,ENERO,"89,918","12,684","3,692",310,0,"4,499","2,830",376,"5,704","1,018",39,6,"1,198",0,"122,274",492,0,0
San Juan,PUENTE NACIONAL,2024,ENERO,"46,399",103,605,232,1,"2,788","1,761",211,"4,645",816,58,107,"8,795",0,"66,521","1,001","1,290",0
Tampico,PUENTE NACIONAL,2024,ENERO,"216,485","2,606","9,586","2,994",0,"6,258","3,536",243,"2,183",313,21,5,"1,257",0,"245,487",992,0,0
Tlacotalpan,PUENTE NACIONAL,2024,ENERO,"44,486","4,679","1,376",15,0,"1,274",972,51,324,45,3,0,24,0,"53,249",593,0,0
Dovalí Jaime,PUENTE NACIONAL,2024,ENERO,"168,032","6,467","6,416","2,898",13,"18,889","23,406","5,029","86,067","17,158","1,535",933,"44,729",0,"381,572","1,548",314,0
Dovalí Jaime Bis,PUENTE NACIONAL,2024,ENERO,"12,508","1,779",23,0,0,514,123,45,"1,038",21,0,0,34,0,"16,085",19,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2024,ENERO,"1,267",59,10,3,0,73,72,12,167,85,1,3,52,0,"1,804",4,2,0
Matamoros,PÚENTE INTERNACIONAL,2024,ENERO,"90,990",279,3,1,0,100,2,2,0,0,0,0,0,0,"91,377",265,0,"143,647"
Camargo,PÚENTE INTERNACIONAL,2024,ENERO,"34,849",22,0,0,0,56,134,19,941,2,13,1,"1,645",0,"37,682",302,0,"3,445"
Miguel Alemán,PÚENTE INTERNACIONAL,2024,ENERO,"57,416",13,3,63,2,102,82,32,"2,952",19,0,0,0,0,"60,684",330,0,"22,822"
Reynosa,PÚENTE INTERNACIONAL,2024,ENERO,"136,223",260,33,"1,033",3,56,12,4,2,0,0,0,0,0,"137,626",623,0,"168,958"
   Línea Express,PÚENTE INTERNACIONAL,2024,ENERO,"75,403",0,0,0,0,0,0,0,0,0,0,0,0,0,"75,403",0,3,0
Las Flores,PÚENTE INTERNACIONAL,2024,ENERO,"44,692",27,0,0,0,92,545,16,552,510,31,17,"2,521",0,"49,003",151,16,"100,489"
Ojinaga,PÚENTE INTERNACIONAL,2024,ENERO,"60,036",79,31,119,1,671,136,138,728,26,1,13,6,0,"61,985","1,654",4,"4,518"
Rodolfo Robles,PÚENTE INTERNACIONAL,2024,ENERO,"5,848","45,351",28,75,0,19,0,0,0,0,0,0,0,"7,113","58,434",7,0,"32,884"
Piedras Negras,PÚENTE INTERNACIONAL,2024,ENERO,"96,127",59,0,0,0,187,0,2,0,0,0,0,0,0,"96,375",215,0,"47,908"
Acuña,PÚENTE INTERNACIONAL,2024,ENERO,"135,650",366,0,0,0,"1,527",926,169,"4,051",34,18,0,0,0,"142,741","1,434",0,"9,004"
Laredo,PÚENTE INTERNACIONAL,2024,ENERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210,269"
   Línea Express,PÚENTE INTERNACIONAL,2024,ENERO,"103,178",0,0,0,0,0,0,0,0,0,0,0,0,0,"103,178",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2024,ENERO,"263,356",713,17,"2,901",0,534,17,92,4,0,0,0,0,0,"267,634","3,123",0,0
Suchiate II,PÚENTE INTERNACIONAL,2024,ENERO,781,0,52,7,0,610,878,32,"9,784","1,795",3,2,43,0,"13,987",28,625,0
Chapalilla - Compostela ,CAMINO,2024,FEBRERO,"116,412","2,273","8,160","3,528","1,051","5,987","3,112",621,"7,864","3,100",105,5,"1,621",0,"153,839",844,1,0
Cuauhtemoc-Osiris ,CAMINO,2024,FEBRERO,"116,314",801,"4,349","9,889","2,623","12,083","5,263","4,092","59,318","12,123","2,925",210,"25,246",0,"255,236","2,114",0,0
Culiacán,PUENTE NACIONAL,2024,FEBRERO,"229,747","2,495","6,491","1,662",341,"6,884","2,869",488,"7,814","1,086",3,2,425,0,"260,307","2,200",0,0
Sinaloa,PUENTE NACIONAL,2024,FEBRERO,"244,907","1,982","14,181","7,161","3,890","14,374","7,443","3,133","66,253","6,505",948,75,"21,026",0,"391,878","3,994",4,0
Pánuco,PUENTE NACIONAL,2024,FEBRERO,"129,590","8,189","7,540","1,753",22,"4,223","2,951",176,"2,540","2,111",8,3,"1,602",0,"160,708",920,30,0
Alvarado,PUENTE NACIONAL,2024,FEBRERO,"118,284","11,322","6,878","2,694",116,"3,608","3,461",197,"2,877","1,072",19,4,454,0,"150,986",808,0,0
Papaloapan,PUENTE NACIONAL,2024,FEBRERO,"46,693","12,312","2,930","1,177",18,"3,606","3,569",153,"2,596",497,6,20,885,0,"74,462","7,682",780,0
Caracol,PUENTE NACIONAL,2024,FEBRERO,"127,524","21,508","9,976","3,607",45,"5,168","2,763",319,"5,412","1,276",66,36,"8,971",0,"186,671","3,002","1,840",0
Nautla,PUENTE NACIONAL,2024,FEBRERO,"67,286","4,854","2,814","1,205",69,"3,855","2,218",346,"5,686",938,28,3,"1,134",0,"90,436",961,0,0
Grijalva,PUENTE NACIONAL,2024,FEBRERO,"374,478","20,127","10,671","6,990",758,"14,965","6,109","1,780","23,299","10,951",720,145,"17,241",0,"488,234","3,146",311,0
Usumacinta,PUENTE NACIONAL,2024,FEBRERO,"77,759","10,955","3,827","2,194",42,"5,923","4,621","1,238","18,074","7,144",758,141,"15,673",0,"148,349","1,551",326,0
Cadereyta,PUENTE NACIONAL,2024,FEBRERO,"135,699","4,146",412,"1,281",2,"12,699","3,952",802,"9,010","2,927",230,250,"4,214",0,"175,624",728,13,0
La Piedad,PUENTE NACIONAL,2024,FEBRERO,"71,389","1,984","3,693","1,854",684,"6,888","5,104",676,"10,604","1,598",24,7,288,0,"104,793",626,0,0
Tecolutla,PUENTE NACIONAL,2024,FEBRERO,"86,615","15,075","3,324","1,196",66,"3,834","2,428",425,"5,751",984,34,7,"1,016",0,"120,755",497,0,0
San Juan,PUENTE NACIONAL,2024,FEBRERO,"44,849",85,632,489,219,"3,074","1,093",324,"4,980",942,110,100,"9,235",0,"66,132","1,078","1,301",0
Tampico,PUENTE NACIONAL,2024,FEBRERO,"185,669","2,849","7,635","3,232","1,745","5,003","1,774",237,"2,150",358,37,9,"1,387",0,"212,085","1,245",21,0
Tlacotalpan,PUENTE NACIONAL,2024,FEBRERO,"45,473","6,145","1,479",633,21,821,961,36,398,37,0,1,15,0,"56,020",678,0,0
Dovalí Jaime,PUENTE NACIONAL,2024,FEBRERO,"132,764","5,995","5,034","11,470","1,177","19,934","12,481","4,756","85,944","16,928","1,588",584,"41,676",0,"340,331","1,427",261,0
Dovalí Jaime Bis,PUENTE NACIONAL,2024,FEBRERO,"16,896","2,170",28,1,0,645,182,16,"1,015",18,1,1,20,0,"20,993",39,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2024,FEBRERO,"1,266",41,4,2,0,78,86,7,85,37,1,0,45,0,"1,652",11,0,0
Matamoros,PÚENTE INTERNACIONAL,2024,FEBRERO,"93,790",345,1,0,0,73,0,3,0,0,0,0,0,0,"94,212",159,0,"149,446"
Camargo,PÚENTE INTERNACIONAL,2024,FEBRERO,"36,361",51,0,0,0,111,78,27,816,2,19,0,"1,758",0,"39,223",284,0,"3,575"
Miguel Alemán,PÚENTE INTERNACIONAL,2024,FEBRERO,"56,713",12,4,59,14,109,92,44,"3,388",23,1,0,1,0,"60,460",294,1,"22,089"
Reynosa,PÚENTE INTERNACIONAL,2024,FEBRERO,"123,972",357,56,382,502,35,11,5,0,0,0,0,0,0,"125,320",452,0,"172,590"
   Línea Express,PÚENTE INTERNACIONAL,2024,FEBRERO,"74,506",0,0,0,0,0,0,0,0,0,0,0,0,0,"74,506",0,0,0
Las Flores,PÚENTE INTERNACIONAL,2024,FEBRERO,"44,540",36,0,9,0,154,524,19,"1,053",428,25,18,"2,379",0,"49,185",154,16,"113,170"
Ojinaga,PÚENTE INTERNACIONAL,2024,FEBRERO,"53,517",70,30,117,0,574,148,111,609,10,0,18,11,0,"55,215",901,4,"3,155"
Rodolfo Robles,PÚENTE INTERNACIONAL,2024,FEBRERO,"5,688","44,149",48,84,0,20,0,0,0,0,0,0,0,"6,804","56,793",4,0,"31,889"
Piedras Negras,PÚENTE INTERNACIONAL,2024,FEBRERO,"103,742",132,1,0,0,235,1,3,0,0,0,0,0,0,"104,114",157,0,"47,147"
Acuña,PÚENTE INTERNACIONAL,2024,FEBRERO,"136,008",410,0,662,0,"1,315",275,144,"3,815",29,28,0,0,0,"142,686","1,052",0,"9,363"
Laredo,PÚENTE INTERNACIONAL,2024,FEBRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"218,205"
   Línea Express,PÚENTE INTERNACIONAL,2024,FEBRERO,"101,440",0,0,0,0,0,0,0,0,0,0,0,0,0,"101,440",0,0,0
Juárez-Lincoln,PÚENTE INTERNACIONAL,2024,FEBRERO,"245,356",927,17,"1,262","1,070",329,13,68,5,0,0,0,0,0,"249,047","1,648",0,0
Suchiate II,PÚENTE INTERNACIONAL,2024,FEBRERO,"1,295",1,160,12,0,808,"1,015",41,"9,823","1,727",29,2,95,0,"15,008",32,7,0
Chapalilla - Compostela ,CAMINO,2024,MARZO,"148,961","2,834","9,275","1,896",6,"6,659","5,378",630,"7,533","3,239",79,2,"1,348",0,"187,840","1,077",0,0
Cuauhtemoc-Osiris ,CAMINO,2024,MARZO,"135,807",827,"5,043","7,361",0,"13,650","10,417","4,674","61,802","11,789","3,087",180,"25,329",0,"279,966","2,472",2,0
Culiacán,PUENTE NACIONAL,2024,MARZO,"250,515","2,817","6,608",713,10,"7,291","4,285",531,"7,970","1,201",4,0,692,0,"282,637","2,679",0,0
Sinaloa,PUENTE NACIONAL,2024,MARZO,"287,074","1,871","13,869","5,458",41,"15,180","15,386","3,603","69,531","7,254","1,009",80,"22,549",0,"442,905","5,974",6,0
Pánuco,PUENTE NACIONAL,2024,MARZO,"145,488","9,355","8,165",136,2,"4,993","3,272",153,"2,393","2,231",13,3,"2,268",0,"178,472","1,239",64,0
Alvarado,PUENTE NACIONAL,2024,MARZO,"141,467","12,333","7,845",489,13,"4,951","4,972",186,"2,834","1,035",8,6,303,0,"176,442","1,065",6,0
Papaloapan,PUENTE NACIONAL,2024,MARZO,"48,110","11,874","2,811",104,3,"3,639","3,976",145,"2,393",453,8,13,811,0,"74,340","5,520",672,0
Caracol,PUENTE NACIONAL,2024,MARZO,"144,531","23,972","11,438",214,0,"7,121","5,765",345,"5,888","1,301",66,35,"11,126",0,"211,802","3,166","2,622",0
Nautla,PUENTE NACIONAL,2024,MARZO,"82,278","5,704","3,171",184,3,"4,667","2,761",381,"6,275",938,22,3,"1,181",0,"107,568","1,060",2,0
Grijalva,PUENTE NACIONAL,2024,MARZO,"404,329","22,289","11,353","2,467",24,"16,577","10,585","1,849","23,201","10,266",717,112,"16,376",0,"520,145","3,483",264,0
Usumacinta,PUENTE NACIONAL,2024,MARZO,"89,627","11,801","4,648",890,9,"5,384","6,400","1,172","18,071","6,462",742,99,"14,820",0,"160,125","1,815",256,0
Cadereyta,PUENTE NACIONAL,2024,MARZO,"147,409","4,590",452,21,0,"11,972","5,689","1,031","9,255","2,874",222,391,"4,340",0,"188,246",825,7,0
La Piedad,PUENTE NACIONAL,2024,MARZO,"71,926","2,171","3,974",854,0,"6,959","6,501",552,"10,980","1,477",28,5,279,0,"105,706",512,0,0
Tecolutla,PUENTE NACIONAL,2024,MARZO,"113,574","15,997","4,121",363,0,"4,523","2,796",442,"6,255","1,041",24,3,"1,059",0,"150,198",546,2,0
San Juan,PUENTE NACIONAL,2024,MARZO,"48,389",182,628,244,0,"2,939","2,181",297,"5,126",949,95,129,"8,492",0,"69,651","1,241","1,000",0
Tampico,PUENTE NACIONAL,2024,MARZO,"233,065","3,259","8,783","2,722",0,"6,367","3,818",285,"2,390",266,23,4,"1,745",0,"262,727","1,375",10,0
Tlacotalpan,PUENTE NACIONAL,2024,MARZO,"45,557","5,196","1,436",42,0,"1,271","1,198",22,545,42,0,0,17,0,"55,326",488,0,0
Dovalí Jaime,PUENTE NACIONAL,2024,MARZO,"174,380","6,643","6,225","2,545",11,"21,647","25,967","4,963","91,493","17,861","1,529","1,041","44,305",0,"398,610","1,697",309,0
Dovalí Jaime Bis,PUENTE NACIONAL,2024,MARZO,"14,336","2,133",10,2,0,579,161,16,"1,077",17,0,0,32,0,"18,363",27,0,0
Refineria Lazaro Cárdenas,PUENTE NACIONAL,2024,MARZO,"1,426",67,6,0,0,106,87,6,68,54,3,0,42,0,"1,865",10,0,0
Matamoros,PÚENTE INTERNACIONAL,2024,MARZO,"97,606",333,0,0,0,83,3,3,0,0,0,0,0,0,"98,028",182,0,"158,912"
Camargo,PÚENTE INTERNACIONAL,2024,MARZO,"39,750",65,0,0,0,49,118,18,789,2,5,0,"1,839",0,"42,635",372,0,"4,119"
